,pathname,class,mode
29,currencyDataset/1000_back/IMG20211228225620.jpg,1000_back,train
30,currencyDataset/1000_back/IMG20211228225622.jpg,1000_back,train
31,currencyDataset/1000_back/IMG20211228225627.jpg,1000_back,train
32,currencyDataset/1000_back/IMG20211228231800.jpg,1000_back,train
33,currencyDataset/1000_back/IMG20211228231805.jpg,1000_back,train
34,currencyDataset/1000_back/IMG20211228231809.jpg,1000_back,train
35,currencyDataset/1000_back/IMG20211228231811.jpg,1000_back,train
36,currencyDataset/1000_back/IMG20211228231818.jpg,1000_back,train
37,currencyDataset/1000_back/IMG20211228231820.jpg,1000_back,train
38,currencyDataset/1000_back/IMG20211228231823.jpg,1000_back,train
39,currencyDataset/1000_back/IMG20211228231826.jpg,1000_back,train
40,currencyDataset/1000_back/IMG20211228231829.jpg,1000_back,train
41,currencyDataset/1000_back/IMG20211228231835.jpg,1000_back,train
42,currencyDataset/1000_back/IMG20211228231839.jpg,1000_back,train
43,currencyDataset/1000_back/IMG20211228231843.jpg,1000_back,train
44,currencyDataset/1000_back/IMG20211228231903.jpg,1000_back,train
45,currencyDataset/1000_back/IMG20211228231918.jpg,1000_back,train
46,currencyDataset/1000_back/IMG20211228231922.jpg,1000_back,train
47,currencyDataset/1000_back/IMG20211228231924.jpg,1000_back,train
48,currencyDataset/1000_back/IMG20211228231926.jpg,1000_back,train
49,currencyDataset/1000_back/IMG20211228231930.jpg,1000_back,train
50,currencyDataset/1000_back/IMG20211228231932.jpg,1000_back,train
51,currencyDataset/1000_back/IMG20211228231935.jpg,1000_back,train
52,currencyDataset/1000_back/IMG20211228231947.jpg,1000_back,train
53,currencyDataset/1000_back/IMG20211228231953.jpg,1000_back,train
54,currencyDataset/1000_back/IMG20211228231956.jpg,1000_back,train
55,currencyDataset/1000_back/IMG20211228232004.jpg,1000_back,train
56,currencyDataset/1000_back/IMG20211228232007.jpg,1000_back,train
57,currencyDataset/1000_back/IMG20211228232009.jpg,1000_back,train
58,currencyDataset/1000_back/IMG20211228232011.jpg,1000_back,train
59,currencyDataset/1000_back/IMG20211228232015.jpg,1000_back,train
60,currencyDataset/1000_back/IMG20211228232020.jpg,1000_back,train
61,currencyDataset/1000_back/IMG20211228232024.jpg,1000_back,train
62,currencyDataset/1000_back/IMG20211228232026.jpg,1000_back,train
63,currencyDataset/1000_back/IMG20211228232058.jpg,1000_back,train
64,currencyDataset/1000_back/IMG20211228232122.jpg,1000_back,train
65,currencyDataset/1000_back/IMG20211228232127.jpg,1000_back,train
66,currencyDataset/1000_back/IMG20211228232134.jpg,1000_back,train
67,currencyDataset/1000_back/IMG20211229001349.jpg,1000_back,train
68,currencyDataset/1000_back/IMG20211229001352.jpg,1000_back,train
69,currencyDataset/1000_back/IMG20211229001354.jpg,1000_back,train
70,currencyDataset/1000_back/IMG20211229001359.jpg,1000_back,train
71,currencyDataset/1000_back/IMG20211229001404.jpg,1000_back,train
72,currencyDataset/1000_back/IMG20211229001414.jpg,1000_back,train
73,currencyDataset/1000_back/IMG20211229001421.jpg,1000_back,train
74,currencyDataset/1000_back/IMG20211229001429.jpg,1000_back,train
75,currencyDataset/1000_back/IMG20211229001433.jpg,1000_back,train
76,currencyDataset/1000_back/IMG20211229001439.jpg,1000_back,train
77,currencyDataset/1000_back/IMG20211229001445.jpg,1000_back,train
78,currencyDataset/1000_back/IMG20211229001451.jpg,1000_back,train
79,currencyDataset/1000_back/IMG20211229001459.jpg,1000_back,train
80,currencyDataset/1000_back/IMG20211229001502.jpg,1000_back,train
81,currencyDataset/1000_back/IMG20211229001505.jpg,1000_back,train
82,currencyDataset/1000_back/IMG20211229001535.jpg,1000_back,train
83,currencyDataset/1000_back/IMG20211229001538.jpg,1000_back,train
84,currencyDataset/1000_back/IMG20211229001546.jpg,1000_back,train
85,currencyDataset/1000_back/IMG20211229001554.jpg,1000_back,train
86,currencyDataset/1000_back/IMG20211229001556.jpg,1000_back,train
87,currencyDataset/1000_back/IMG20211229001607.jpg,1000_back,train
88,currencyDataset/1000_back/IMG20211229001609.jpg,1000_back,train
89,currencyDataset/1000_back/IMG20211229001635.jpg,1000_back,train
90,currencyDataset/1000_back/IMG20211229001641.jpg,1000_back,train
91,currencyDataset/1000_back/IMG20211229001644.jpg,1000_back,train
92,currencyDataset/1000_back/IMG20211229001648.jpg,1000_back,train
93,currencyDataset/1000_back/IMG20211229001651.jpg,1000_back,train
94,currencyDataset/1000_back/IMG20211229001654.jpg,1000_back,train
95,currencyDataset/1000_back/IMG20211229001657.jpg,1000_back,train
96,currencyDataset/1000_back/IMG20211229001700.jpg,1000_back,train
97,currencyDataset/1000_back/IMG20211229001707.jpg,1000_back,train
98,currencyDataset/1000_back/IMG20211229001710.jpg,1000_back,train
99,currencyDataset/1000_back/IMG20211229234046.jpg,1000_back,train
100,currencyDataset/1000_back/IMG20211229234048.jpg,1000_back,train
101,currencyDataset/1000_back/IMG20211229234051.jpg,1000_back,train
102,currencyDataset/1000_back/IMG20211229234055.jpg,1000_back,train
103,currencyDataset/1000_back/IMG20211229234057.jpg,1000_back,train
104,currencyDataset/1000_back/IMG20211229234100.jpg,1000_back,train
105,currencyDataset/1000_back/IMG20211229234105.jpg,1000_back,train
106,currencyDataset/1000_back/IMG20211229234107.jpg,1000_back,train
107,currencyDataset/1000_back/IMG20211229234109.jpg,1000_back,train
108,currencyDataset/1000_back/IMG20211229234116.jpg,1000_back,train
109,currencyDataset/1000_back/IMG20211229234119.jpg,1000_back,train
110,currencyDataset/1000_back/IMG20211229234122.jpg,1000_back,train
111,currencyDataset/1000_back/IMG20211229234124.jpg,1000_back,train
112,currencyDataset/1000_back/IMG20211229234127.jpg,1000_back,train
113,currencyDataset/1000_back/IMG20211229234133.jpg,1000_back,train
114,currencyDataset/1000_back/IMG20211229234135.jpg,1000_back,train
115,currencyDataset/1000_back/IMG20211229234138.jpg,1000_back,train
116,currencyDataset/1000_back/IMG20211229234141.jpg,1000_back,train
117,currencyDataset/1000_back/IMG20211229234144.jpg,1000_back,train
118,currencyDataset/1000_back/IMG20211229234147.jpg,1000_back,train
119,currencyDataset/1000_back/IMG20211229234150.jpg,1000_back,train
120,currencyDataset/1000_back/IMG20211229234152.jpg,1000_back,train
121,currencyDataset/1000_back/IMG20211229234156.jpg,1000_back,train
122,currencyDataset/1000_back/IMG20211229234159.jpg,1000_back,train
123,currencyDataset/1000_back/IMG20211229235703.jpg,1000_back,train
124,currencyDataset/1000_back/IMG20211229235706.jpg,1000_back,train
125,currencyDataset/1000_back/IMG20211229235709.jpg,1000_back,train
126,currencyDataset/1000_back/IMG20211229235713.jpg,1000_back,train
127,currencyDataset/1000_back/IMG20211229235717.jpg,1000_back,train
128,currencyDataset/1000_back/IMG20211229235720.jpg,1000_back,train
129,currencyDataset/1000_back/IMG20211229235723.jpg,1000_back,train
130,currencyDataset/1000_back/IMG20211229235726.jpg,1000_back,train
131,currencyDataset/1000_back/IMG20211229235733.jpg,1000_back,train
132,currencyDataset/1000_back/IMG20211229235805.jpg,1000_back,train
133,currencyDataset/1000_back/IMG20211229235808.jpg,1000_back,train
134,currencyDataset/1000_back/IMG20211229235810.jpg,1000_back,train
135,currencyDataset/1000_back/IMG20211229235813.jpg,1000_back,train
136,currencyDataset/1000_back/IMG20211229235818.jpg,1000_back,train
137,currencyDataset/1000_back/IMG20211229235822.jpg,1000_back,train
138,currencyDataset/1000_back/IMG20211229235825.jpg,1000_back,train
139,currencyDataset/1000_back/IMG20211229235828.jpg,1000_back,train
140,currencyDataset/1000_back/IMG20211229235831.jpg,1000_back,train
141,currencyDataset/1000_back/IMG20211229235836.jpg,1000_back,train
142,currencyDataset/1000_back/IMG20211229235843.jpg,1000_back,train
143,currencyDataset/1000_back/IMG20211229235846.jpg,1000_back,train
144,currencyDataset/1000_back/IMG20211229235848.jpg,1000_back,train
145,currencyDataset/1000_back/IMG20211229235852.jpg,1000_back,train
146,currencyDataset/1000_back/IMG20211229235855.jpg,1000_back,train
147,currencyDataset/1000_back/IMG20211229235901.jpg,1000_back,train
148,currencyDataset/1000_back/IMG20211229235905.jpg,1000_back,train
149,currencyDataset/1000_back/IMG20211229235908.jpg,1000_back,train
150,currencyDataset/1000_back/IMG20211229235914.jpg,1000_back,train
151,currencyDataset/1000_back/IMG20220209115015.jpg,1000_back,train
152,currencyDataset/1000_back/IMG20220209115018.jpg,1000_back,train
153,currencyDataset/1000_back/IMG20220209115022.jpg,1000_back,train
154,currencyDataset/1000_back/IMG20220209115025.jpg,1000_back,train
155,currencyDataset/1000_back/IMG20220209115028.jpg,1000_back,train
156,currencyDataset/1000_back/IMG20220209115059.jpg,1000_back,train
157,currencyDataset/1000_back/IMG20220209115107.jpg,1000_back,train
158,currencyDataset/1000_back/IMG20220209115127.jpg,1000_back,train
159,currencyDataset/1000_back/IMG20220209115130.jpg,1000_back,train
160,currencyDataset/1000_back/IMG20220209115133.jpg,1000_back,train
161,currencyDataset/1000_back/IMG20220209115137.jpg,1000_back,train
162,currencyDataset/1000_back/IMG20220209115140.jpg,1000_back,train
163,currencyDataset/1000_back/IMG20220209115144.jpg,1000_back,train
164,currencyDataset/1000_back/IMG20220209115147.jpg,1000_back,train
165,currencyDataset/1000_back/IMG20220209115150.jpg,1000_back,train
166,currencyDataset/1000_back/IMG20220209115153.jpg,1000_back,train
167,currencyDataset/1000_back/IMG20220209115202.jpg,1000_back,train
168,currencyDataset/1000_back/IMG20220209115204.jpg,1000_back,train
169,currencyDataset/1000_back/IMG20220209115207.jpg,1000_back,train
170,currencyDataset/1000_back/IMG20220209115212.jpg,1000_back,train
171,currencyDataset/1000_back/IMG20220209115217.jpg,1000_back,train
172,currencyDataset/1000_back/IMG20220209115224.jpg,1000_back,train
173,currencyDataset/1000_back/IMG20220209115227.jpg,1000_back,train
174,currencyDataset/1000_back/IMG20220209115232.jpg,1000_back,train
175,currencyDataset/1000_back/IMG20220209115237.jpg,1000_back,train
176,currencyDataset/1000_back/IMG20220212172805.jpg,1000_back,train
177,currencyDataset/1000_back/IMG20220212172808.jpg,1000_back,train
178,currencyDataset/1000_back/IMG20220212172820.jpg,1000_back,train
179,currencyDataset/1000_back/IMG20220212172823.jpg,1000_back,train
180,currencyDataset/1000_back/IMG20220212172834.jpg,1000_back,train
181,currencyDataset/1000_back/IMG20220212172840.jpg,1000_back,train
182,currencyDataset/1000_back/IMG20220212172852.jpg,1000_back,train
183,currencyDataset/1000_back/IMG20220212172903.jpg,1000_back,train
184,currencyDataset/1000_back/IMG20220212172916.jpg,1000_back,train
185,currencyDataset/1000_back/IMG20220212172926.jpg,1000_back,train
186,currencyDataset/1000_back/IMG20220212172938.jpg,1000_back,train
187,currencyDataset/1000_back/IMG20220212172955.jpg,1000_back,train
188,currencyDataset/1000_back/IMG20220212172959.jpg,1000_back,train
189,currencyDataset/1000_back/IMG20220212173001.jpg,1000_back,train
190,currencyDataset/1000_back/IMG20220212173020.jpg,1000_back,train
191,currencyDataset/1000_back/IMG20220212173023.jpg,1000_back,train
192,currencyDataset/1000_back/IMG20220212173041.jpg,1000_back,train
193,currencyDataset/1000_back/IMG20220212173044.jpg,1000_back,train
194,currencyDataset/1000_back/IMG20220212173103.jpg,1000_back,train
195,currencyDataset/1000_back/IMG20220212173117.jpg,1000_back,train
196,currencyDataset/1000_back/IMG20220212173121.jpg,1000_back,train
197,currencyDataset/1000_back/IMG20220212173130.jpg,1000_back,train
198,currencyDataset/1000_back/IMG20220212173132.jpg,1000_back,train
199,currencyDataset/1000_back/IMG20220212173159.jpg,1000_back,train
200,currencyDataset/1000_back/IMG20220212173210.jpg,1000_back,train
201,currencyDataset/1000_back/IMG20220212173224.jpg,1000_back,train
202,currencyDataset/1000_back/IMG20220212173332.jpg,1000_back,train
203,currencyDataset/1000_back/IMG20220212173335.jpg,1000_back,train
204,currencyDataset/1000_back/IMG20220212173349.jpg,1000_back,train
205,currencyDataset/1000_back/IMG20220212173359.jpg,1000_back,train
206,currencyDataset/1000_back/IMG20220218160747.jpg,1000_back,train
207,currencyDataset/1000_back/IMG20220218160750.jpg,1000_back,train
208,currencyDataset/1000_back/IMG20220218160754.jpg,1000_back,train
209,currencyDataset/1000_back/IMG20220218160756.jpg,1000_back,train
210,currencyDataset/1000_back/IMG20220218160804.jpg,1000_back,train
211,currencyDataset/1000_back/IMG20220218160808.jpg,1000_back,train
212,currencyDataset/1000_back/IMG20220218160811.jpg,1000_back,train
213,currencyDataset/1000_back/IMG20220218160815.jpg,1000_back,train
214,currencyDataset/1000_back/IMG20220218160822.jpg,1000_back,train
215,currencyDataset/1000_back/IMG20220218160842.jpg,1000_back,train
216,currencyDataset/1000_back/IMG20220218160851.jpg,1000_back,train
217,currencyDataset/1000_back/IMG20220218160901.jpg,1000_back,train
218,currencyDataset/1000_back/IMG20220218160904.jpg,1000_back,train
219,currencyDataset/1000_back/IMG20220218160906.jpg,1000_back,train
220,currencyDataset/1000_back/IMG20220218160908.jpg,1000_back,train
221,currencyDataset/1000_back/IMG20220218160911.jpg,1000_back,train
222,currencyDataset/1000_back/IMG20220218160915.jpg,1000_back,train
223,currencyDataset/1000_back/IMG20220218160918.jpg,1000_back,train
224,currencyDataset/1000_back/IMG20220218160920.jpg,1000_back,train
225,currencyDataset/1000_back/IMG20220218160923.jpg,1000_back,train
226,currencyDataset/1000_back/IMG20220218160931.jpg,1000_back,train
227,currencyDataset/1000_back/IMG20220218160940.jpg,1000_back,train
228,currencyDataset/1000_back/IMG20220218160942.jpg,1000_back,train
229,currencyDataset/1000_back/IMG20220218160944.jpg,1000_back,train
230,currencyDataset/1000_back/IMG20220218160946.jpg,1000_back,train
231,currencyDataset/1000_back/IMG20220218160948.jpg,1000_back,train
232,currencyDataset/1000_back/IMG20220218160952.jpg,1000_back,train
233,currencyDataset/1000_back/IMG20220218160955.jpg,1000_back,train
234,currencyDataset/1000_back/IMG20220218160958.jpg,1000_back,train
235,currencyDataset/1000_back/IMG20220218161002.jpg,1000_back,train
236,currencyDataset/1000_front/IMG20211228225026.jpg,1000_front,train
237,currencyDataset/1000_front/IMG20211228225040.jpg,1000_front,train
238,currencyDataset/1000_front/IMG20211228225044.jpg,1000_front,train
239,currencyDataset/1000_front/IMG20211228225046.jpg,1000_front,train
240,currencyDataset/1000_front/IMG20211228225049.jpg,1000_front,train
241,currencyDataset/1000_front/IMG20211228225054.jpg,1000_front,train
242,currencyDataset/1000_front/IMG20211228225057.jpg,1000_front,train
243,currencyDataset/1000_front/IMG20211228225100.jpg,1000_front,train
244,currencyDataset/1000_front/IMG20211228225103.jpg,1000_front,train
245,currencyDataset/1000_front/IMG20211228225105.jpg,1000_front,train
246,currencyDataset/1000_front/IMG20211228225111.jpg,1000_front,train
247,currencyDataset/1000_front/IMG20211228225115.jpg,1000_front,train
248,currencyDataset/1000_front/IMG20211228225137.jpg,1000_front,train
249,currencyDataset/1000_front/IMG20211228225145.jpg,1000_front,train
250,currencyDataset/1000_front/IMG20211228225152.jpg,1000_front,train
251,currencyDataset/1000_front/IMG20211228225156.jpg,1000_front,train
252,currencyDataset/1000_front/IMG20211228225210.jpg,1000_front,train
253,currencyDataset/1000_front/IMG20211228225225.jpg,1000_front,train
254,currencyDataset/1000_front/IMG20211228225233.jpg,1000_front,train
255,currencyDataset/1000_front/IMG20211228225241.jpg,1000_front,train
256,currencyDataset/1000_front/IMG20211228225245.jpg,1000_front,train
257,currencyDataset/1000_front/IMG20211228225253.jpg,1000_front,train
258,currencyDataset/1000_front/IMG20211228225255.jpg,1000_front,train
259,currencyDataset/1000_front/IMG20211228225304.jpg,1000_front,train
260,currencyDataset/1000_front/IMG20211228225312.jpg,1000_front,train
261,currencyDataset/1000_front/IMG20211228225315.jpg,1000_front,train
262,currencyDataset/1000_front/IMG20211228225319.jpg,1000_front,train
263,currencyDataset/1000_front/IMG20211228225327.jpg,1000_front,train
264,currencyDataset/1000_front/IMG20211228225331.jpg,1000_front,train
265,currencyDataset/1000_front/IMG20211228225334.jpg,1000_front,train
266,currencyDataset/1000_front/IMG20211228231401.jpg,1000_front,train
267,currencyDataset/1000_front/IMG20211228231404.jpg,1000_front,train
268,currencyDataset/1000_front/IMG20211228231406.jpg,1000_front,train
269,currencyDataset/1000_front/IMG20211228231409.jpg,1000_front,train
270,currencyDataset/1000_front/IMG20211228231413.jpg,1000_front,train
271,currencyDataset/1000_front/IMG20211228231421.jpg,1000_front,train
272,currencyDataset/1000_front/IMG20211228231427.jpg,1000_front,train
273,currencyDataset/1000_front/IMG20211228231434.jpg,1000_front,train
274,currencyDataset/1000_front/IMG20211228231438.jpg,1000_front,train
275,currencyDataset/1000_front/IMG20211228231449.jpg,1000_front,train
276,currencyDataset/1000_front/IMG20211228231458.jpg,1000_front,train
277,currencyDataset/1000_front/IMG20211228231526.jpg,1000_front,train
278,currencyDataset/1000_front/IMG20211228231545.jpg,1000_front,train
279,currencyDataset/1000_front/IMG20211228231549.jpg,1000_front,train
280,currencyDataset/1000_front/IMG20211228231552.jpg,1000_front,train
281,currencyDataset/1000_front/IMG20211228231556.jpg,1000_front,train
282,currencyDataset/1000_front/IMG20211228231559.jpg,1000_front,train
283,currencyDataset/1000_front/IMG20211228231602.jpg,1000_front,train
284,currencyDataset/1000_front/IMG20211228231605.jpg,1000_front,train
285,currencyDataset/1000_front/IMG20211228231608.jpg,1000_front,train
286,currencyDataset/1000_front/IMG20211228231612.jpg,1000_front,train
287,currencyDataset/1000_front/IMG20211228231615.jpg,1000_front,train
288,currencyDataset/1000_front/IMG20211228231621.jpg,1000_front,train
289,currencyDataset/1000_front/IMG20211228231623.jpg,1000_front,train
290,currencyDataset/1000_front/IMG20211228231625.jpg,1000_front,train
291,currencyDataset/1000_front/IMG20211228231628.jpg,1000_front,train
292,currencyDataset/1000_front/IMG20211228231632.jpg,1000_front,train
293,currencyDataset/1000_front/IMG20211228231638.jpg,1000_front,train
294,currencyDataset/1000_front/IMG20211228231641.jpg,1000_front,train
295,currencyDataset/1000_front/IMG20211228231644.jpg,1000_front,train
296,currencyDataset/1000_front/IMG20211228231711.jpg,1000_front,train
297,currencyDataset/1000_front/IMG20211228232244.jpg,1000_front,train
298,currencyDataset/1000_front/IMG20211228232248.jpg,1000_front,train
299,currencyDataset/1000_front/IMG20211229000842.jpg,1000_front,train
300,currencyDataset/1000_front/IMG20211229000846.jpg,1000_front,train
301,currencyDataset/1000_front/IMG20211229000915.jpg,1000_front,train
302,currencyDataset/1000_front/IMG20211229000918.jpg,1000_front,train
303,currencyDataset/1000_front/IMG20211229000921.jpg,1000_front,train
304,currencyDataset/1000_front/IMG20211229000933.jpg,1000_front,train
305,currencyDataset/1000_front/IMG20211229000941.jpg,1000_front,train
306,currencyDataset/1000_front/IMG20211229000945.jpg,1000_front,train
307,currencyDataset/1000_front/IMG20211229000949.jpg,1000_front,train
308,currencyDataset/1000_front/IMG20211229001004.jpg,1000_front,train
309,currencyDataset/1000_front/IMG20211229001013.jpg,1000_front,train
310,currencyDataset/1000_front/IMG20211229001035.jpg,1000_front,train
311,currencyDataset/1000_front/IMG20211229001037.jpg,1000_front,train
312,currencyDataset/1000_front/IMG20211229001044.jpg,1000_front,train
313,currencyDataset/1000_front/IMG20211229001100.jpg,1000_front,train
314,currencyDataset/1000_front/IMG20211229001112.jpg,1000_front,train
315,currencyDataset/1000_front/IMG20211229001123.jpg,1000_front,train
316,currencyDataset/1000_front/IMG20211229001129.jpg,1000_front,train
317,currencyDataset/1000_front/IMG20211229001135.jpg,1000_front,train
318,currencyDataset/1000_front/IMG20211229001145.jpg,1000_front,train
319,currencyDataset/1000_front/IMG20211229001153.jpg,1000_front,train
320,currencyDataset/1000_front/IMG20211229001157.jpg,1000_front,train
321,currencyDataset/1000_front/IMG20211229001206.jpg,1000_front,train
322,currencyDataset/1000_front/IMG20211229001208.jpg,1000_front,train
323,currencyDataset/1000_front/IMG20211229001212.jpg,1000_front,train
324,currencyDataset/1000_front/IMG20211229001216.jpg,1000_front,train
325,currencyDataset/1000_front/IMG20211229001218.jpg,1000_front,train
326,currencyDataset/1000_front/IMG20211229001226.jpg,1000_front,train
327,currencyDataset/1000_front/IMG20211229001301.jpg,1000_front,train
328,currencyDataset/1000_front/IMG20211229233541.jpg,1000_front,train
329,currencyDataset/1000_front/IMG20211229233544.jpg,1000_front,train
330,currencyDataset/1000_front/IMG20211229233546.jpg,1000_front,train
331,currencyDataset/1000_front/IMG20211229233549.jpg,1000_front,train
332,currencyDataset/1000_front/IMG20211229233552.jpg,1000_front,train
333,currencyDataset/1000_front/IMG20211229233555.jpg,1000_front,train
334,currencyDataset/1000_front/IMG20211229233600.jpg,1000_front,train
335,currencyDataset/1000_front/IMG20211229233603.jpg,1000_front,train
336,currencyDataset/1000_front/IMG20211229233607.jpg,1000_front,train
337,currencyDataset/1000_front/IMG20211229233612.jpg,1000_front,train
338,currencyDataset/1000_front/IMG20211229233614.jpg,1000_front,train
339,currencyDataset/1000_front/IMG20211229233625.jpg,1000_front,train
340,currencyDataset/1000_front/IMG20211229233632.jpg,1000_front,train
341,currencyDataset/1000_front/IMG20211229233634.jpg,1000_front,train
342,currencyDataset/1000_front/IMG20211229233751.jpg,1000_front,train
343,currencyDataset/1000_front/IMG20211229233759.jpg,1000_front,train
344,currencyDataset/1000_front/IMG20211229233806.jpg,1000_front,train
345,currencyDataset/1000_front/IMG20211229233809.jpg,1000_front,train
346,currencyDataset/1000_front/IMG20211229233818.jpg,1000_front,train
347,currencyDataset/1000_front/IMG20211229233824.jpg,1000_front,train
348,currencyDataset/1000_front/IMG20211229233828.jpg,1000_front,train
349,currencyDataset/1000_front/IMG20211229233840.jpg,1000_front,train
350,currencyDataset/1000_front/IMG20211229233853.jpg,1000_front,train
351,currencyDataset/1000_front/IMG20211229233905.jpg,1000_front,train
352,currencyDataset/1000_front/IMG20211229233915.jpg,1000_front,train
353,currencyDataset/1000_front/IMG20211229233917.jpg,1000_front,train
354,currencyDataset/1000_front/IMG20211229233920.jpg,1000_front,train
355,currencyDataset/1000_front/IMG20211229233923.jpg,1000_front,train
356,currencyDataset/1000_front/IMG20211229233927.jpg,1000_front,train
357,currencyDataset/1000_front/IMG20211229233930.jpg,1000_front,train
358,currencyDataset/1000_front/IMG20211229233933.jpg,1000_front,train
359,currencyDataset/1000_front/IMG20211229233936.jpg,1000_front,train
360,currencyDataset/1000_front/IMG20211229233940.jpg,1000_front,train
361,currencyDataset/1000_front/IMG20211229235259.jpg,1000_front,train
362,currencyDataset/1000_front/IMG20211229235301.jpg,1000_front,train
363,currencyDataset/1000_front/IMG20211229235305.jpg,1000_front,train
364,currencyDataset/1000_front/IMG20211229235308.jpg,1000_front,train
365,currencyDataset/1000_front/IMG20211229235311.jpg,1000_front,train
366,currencyDataset/1000_front/IMG20211229235315.jpg,1000_front,train
367,currencyDataset/1000_front/IMG20211229235318.jpg,1000_front,train
368,currencyDataset/1000_front/IMG20211229235322.jpg,1000_front,train
369,currencyDataset/1000_front/IMG20211229235325.jpg,1000_front,train
370,currencyDataset/1000_front/IMG20211229235329.jpg,1000_front,train
371,currencyDataset/1000_front/IMG20211229235335.jpg,1000_front,train
372,currencyDataset/1000_front/IMG20211229235338.jpg,1000_front,train
373,currencyDataset/1000_front/IMG20211229235403.jpg,1000_front,train
374,currencyDataset/1000_front/IMG20211229235406.jpg,1000_front,train
375,currencyDataset/1000_front/IMG20211229235409.jpg,1000_front,train
376,currencyDataset/1000_front/IMG20211229235419.jpg,1000_front,train
377,currencyDataset/1000_front/IMG20211229235422.jpg,1000_front,train
378,currencyDataset/1000_front/IMG20211229235427.jpg,1000_front,train
379,currencyDataset/1000_front/IMG20211229235434.jpg,1000_front,train
380,currencyDataset/1000_front/IMG20211229235439.jpg,1000_front,train
381,currencyDataset/1000_front/IMG20211229235444.jpg,1000_front,train
382,currencyDataset/1000_front/IMG20211229235451.jpg,1000_front,train
383,currencyDataset/1000_front/IMG20211229235508.jpg,1000_front,train
384,currencyDataset/1000_front/IMG20211229235511.jpg,1000_front,train
385,currencyDataset/1000_front/IMG20211229235514.jpg,1000_front,train
386,currencyDataset/1000_front/IMG20211229235517.jpg,1000_front,train
387,currencyDataset/1000_front/IMG20211229235522.jpg,1000_front,train
388,currencyDataset/1000_front/IMG20211229235525.jpg,1000_front,train
389,currencyDataset/1000_front/IMG20211229235530.jpg,1000_front,train
390,currencyDataset/1000_front/IMG20211229235535.jpg,1000_front,train
391,currencyDataset/1000_front/IMG20211229235543.jpg,1000_front,train
392,currencyDataset/1000_front/IMG20211229235549.jpg,1000_front,train
393,currencyDataset/1000_front/IMG20220209114652.jpg,1000_front,train
394,currencyDataset/1000_front/IMG20220209114656.jpg,1000_front,train
395,currencyDataset/1000_front/IMG20220209114700.jpg,1000_front,train
396,currencyDataset/1000_front/IMG20220209114703.jpg,1000_front,train
397,currencyDataset/1000_front/IMG20220209114707.jpg,1000_front,train
398,currencyDataset/1000_front/IMG20220209114711.jpg,1000_front,train
399,currencyDataset/1000_front/IMG20220209114714.jpg,1000_front,train
400,currencyDataset/1000_front/IMG20220209114720.jpg,1000_front,train
401,currencyDataset/1000_front/IMG20220209114724.jpg,1000_front,train
402,currencyDataset/1000_front/IMG20220209114731.jpg,1000_front,train
403,currencyDataset/1000_front/IMG20220209114734.jpg,1000_front,train
404,currencyDataset/1000_front/IMG20220209114754.jpg,1000_front,train
405,currencyDataset/1000_front/IMG20220209114756.jpg,1000_front,train
406,currencyDataset/1000_front/IMG20220209114759.jpg,1000_front,train
407,currencyDataset/1000_front/IMG20220209114803.jpg,1000_front,train
408,currencyDataset/1000_front/IMG20220209114806.jpg,1000_front,train
409,currencyDataset/1000_front/IMG20220209114810.jpg,1000_front,train
410,currencyDataset/1000_front/IMG20220209114813.jpg,1000_front,train
